1444726720 104
1444727903 267
1444728444 67000
1444729561 67926
1444729626 68233
1444780489 68337
1444783902 70320
1444786468 70336
1444790629 70943
1444793389 71112
1444794989 71267
1444797508 71326
1444799356 71354
1444802091 88911
1444866548 88947
1444867567 88947
1444867809 89006
1444870241 89012
1445053454 89066
1445054982 89085
1445058397 89097
1445058411 89099
1445058817 89101
1445133642 89212
1445134866 89745
1445135504 89767
1445136239 89802
1445142787 89863
1445145070 89880
1445145752 89899
1445162038 89907
1445216259 90230
1445233005 90297
1445233860 90303
1445234003 90327
1445234027 90327
1445235955 90385
1445249971 90393
1445295020 90405
1445296636 90457
1445298054 90478
1445298133 90484
1445298782 90506
1445299382 90530
1445322016 90553
1445323920 90611
1445332016 90646
1445332048 90646
1445332529 90670
1445333250 90673
1445336092 90708
1445336201 90710
1445336219 90710
1445386720 90740
1445387466 90758
1445394641 90818
1445396130 90842
1445396158 90843
1445398342 90985
1445402297 91092
1445403129 91135
1445403266 91171
1445404990 91223
1445476321 91230
1445575013 91240
1445575038 91240
1445576356 91307
1445585091 91310
1445668413 91424
1445740059 91454
1445741781 91481
1445815447 91665
1445929498 91668
1445931251 91670
1445934111 91700
1445936482 92103
1445998039 92111
1445998057 92112
1445999403 92192
1445999626 92193
1445999642 92197
1445999797 92201
1446000660 92222
1446008834 92252
1446010463 92271
1446011268 92295
1446014992 92353
1446079297 92370
1446080633 92379
1446105682 92408
1446108884 92429
1446172281 92468
1446863625 92513
1446866764 92542
1446872093 92585
1446873418 92601
1446874142 92602
1446874263 92606
1446875449 92656
1446877502 92686
1446938403 92734
1446940922 92809
1446942296 92987
1447024589 93011
1447025630 93057
1447054545 93084
1447107690 93088
1447109707 93149
1447114045 93177
1447202129 93198
1447203596 93209
1447204756 93278
1447206514 93336
1447207432 93350
1447208274 93354
1447213213 93369
1447214934 93420
1447218545 93422
1447226096 93433
1447286945 93457
1447473435 93495
1447473504 93495
1447475886 93495
